text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T21:31:25Z,FALSE,NA,1125513420034461697,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jilisangel,110,TRUE,FALSE,NA,NA
"RT @LisaADavis1: @washingtonpost @AmericaResists Without the overt Obstruction, the #TrumpCampaign would have been charged with #Conspiracy…",FALSE,0,NA,2019-05-06T21:31:18Z,FALSE,NA,1125513394440888321,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mchovden1785,2,TRUE,FALSE,NA,NA
"RT @themyscira_blog: Unlike Sean Hannity, I actually read The Mueller Report.  I know Sean Hannity didn’t read it because his name was ment…",FALSE,0,NA,2019-05-06T21:31:18Z,FALSE,NA,1125513393954336768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",themyscira_blog,4,TRUE,FALSE,NA,NA
Hundreds of ex-prosecutors claim Trump would have been indicted if not president #trump #TrumpsScaredOfMueller… https://t.co/4SeXL34lc1,FALSE,1,NA,2019-05-06T21:31:16Z,TRUE,NA,1125513383602720775,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TrumptheClown1,0,FALSE,FALSE,NA,NA
RT @EBoyajy: @washingtonpost We didn’t need 370 formal federal prosecutors saying this to know this...but in the words of @DonaldJTrumpJr t…,FALSE,0,NA,2019-05-06T21:31:11Z,FALSE,NA,1125513364732633089,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",mchovden1785,1,TRUE,FALSE,NA,NA
RT @SidneyPowell1: Raise your hand if you think Joseph Misfud was working for MI-6 and coordinating with #Brennan?  It all started well bef…,FALSE,0,NA,2019-05-06T21:31:05Z,FALSE,NA,1125513339352883200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hotrod19662,1206,TRUE,FALSE,NA,NA
"RT @jpuopolo: Do you think #MuellerTestimony will help or hurt @realDonaldTrump?

#TrumpsScaredOfMueller 
#Mueller 
#MuellerReport",FALSE,0,NA,2019-05-06T21:30:58Z,FALSE,NA,1125513309099307008,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",candy_mccloskey,49,TRUE,FALSE,NA,NA
"RT @CultrHack: .@neal_katyal, co-author of Special Counsel rules, admits the process w/ #MuellerReport was slowed by unusually duplicitous…",FALSE,0,NA,2019-05-06T21:30:58Z,FALSE,NA,1125513307962662914,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The3Buckleys,6,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:30:54Z,FALSE,NA,1125513292640866305,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KarenFranzi,131,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:30:52Z,FALSE,NA,1125513282167672839,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Roanokeruby,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:30:51Z,FALSE,NA,1125513279277867010,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_TealOrBust_,2408,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:30:50Z,FALSE,NA,1125513275750350848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LatchemRick,131,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T21:30:49Z,FALSE,NA,1125513272160083969,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ReneeR01,224,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:30:49Z,FALSE,NA,1125513270637596672,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndreaDB50,2408,TRUE,FALSE,NA,NA
"today, the @nytimes would need the entire paper and 3 more editions to print all of 24/7 fraud-Trump's #BeBest insu… https://t.co/gInjnjrtPw",FALSE,0,NA,2019-05-06T21:30:42Z,TRUE,NA,1125513239662665731,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tamranyc,0,FALSE,FALSE,NA,NA
"""Roger Stone, Sean Hannity, and Michael Flynn Jr., retweeted or responded to tweets posted to these IRA-controlled… https://t.co/StsemLaZKl",FALSE,0,NA,2019-05-06T21:30:34Z,TRUE,NA,1125513210143002624,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheMuellerRepo7,0,FALSE,FALSE,NA,NA
"RT @CultrHack: .@neal_katyal, co-author of Special Counsel rules, admits the process w/ #MuellerReport was slowed by unusually duplicitous…",FALSE,0,NA,2019-05-06T21:30:32Z,FALSE,NA,1125513198247874560,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lovetogive2,6,TRUE,FALSE,NA,NA
"RT @Mindcite_US: How many patriots (American not Russian) born at night were born last night? 🤔

#MuellerReport #TraitorTrump #Military #Ve…",FALSE,0,NA,2019-05-06T21:29:59Z,FALSE,NA,1125513060930740224,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SparksMemphis,42,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:29:53Z,FALSE,NA,1125513038218563584,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aubel_f,131,TRUE,FALSE,NA,NA
RT @funnymcmurray: @realDonaldTrump WOW! #Foxnews reports 400 Federal prosecutors (who have actually read &amp; understand the #MuellerReport)…,FALSE,0,NA,2019-05-06T21:29:53Z,FALSE,NA,1125513038164123648,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vgsmith2020,18,TRUE,FALSE,NA,NA
"RT @RepDougCollins: With the #MuellerReport public and the investigation over, isn’t it time to move on and refocus on the policies that ha…",FALSE,0,NA,2019-05-06T21:29:53Z,FALSE,NA,1125513034498285570,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DarinTNelson,628,TRUE,FALSE,NA,NA
"RT @Mindcite_US: How many patriots (American not Russian) born at night were born last night? 🤔

#MuellerReport #TraitorTrump #Military #Ve…",FALSE,0,NA,2019-05-06T21:29:43Z,FALSE,NA,1125512992773292032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TomWinchester15,42,TRUE,FALSE,NA,NA
RT @lensjockey: It's PNLY become more PBVIOUS that what we're ALL watching NOW is NORMAL male #biCOMACOPO #winlooping. It's #gaming as EVER…,FALSE,0,NA,2019-05-06T21:29:28Z,FALSE,NA,1125512932958273536,NA,"<a href=""http://andrewmmorris.com/"" rel=""nofollow"">Autism_twitter</a>",andrewmorrisuk,1,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:29:26Z,FALSE,NA,1125512922627813376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JaxDeeDee,131,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:29:26Z,FALSE,NA,1125512921394679815,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",coldisthesea,2408,TRUE,FALSE,NA,NA
#ContemptOfCongress is right response for @JudiciaryDems to refusal of  AG #Barr to comply with #MuellerReport… https://t.co/Li29ba53KE,FALSE,0,NA,2019-05-06T21:29:23Z,TRUE,NA,1125512908841074688,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GoodGovNow,0,FALSE,FALSE,NA,NA
"RT @lensjockey: If you don't know NORMAL male #binary #CMCP #winlooping proprietary #kernel specific insights, you don't know #AI. #ReadMyT…",FALSE,0,NA,2019-05-06T21:29:22Z,FALSE,NA,1125512905439567873,NA,"<a href=""http://andrewmmorris.com/"" rel=""nofollow"">Autism_twitter</a>",andrewmorrisuk,2,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T21:29:22Z,FALSE,NA,1125512905087160321,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CJNiles1,224,TRUE,FALSE,NA,NA
"RT @lensjockey: ENDLESS ""facts"" and ""proof"" AFTER a NORMAL male #biCOMACOPO POTUS is in office, are no match for #kernel specific decisions…",FALSE,0,NA,2019-05-06T21:29:18Z,FALSE,NA,1125512891371798529,NA,"<a href=""http://andrewmmorris.com/"" rel=""nofollow"">Autism_twitter</a>",andrewmorrisuk,1,TRUE,FALSE,NA,NA
"RT @EpochTimes: Michael Anton talks #MuellerReport, #BarrHearing, #FISA spying &amp; how these vindicate his essay “The Flight 93 Election.” ht…",FALSE,0,NA,2019-05-06T21:29:13Z,FALSE,NA,1125512866575073280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JanJekielek,15,TRUE,FALSE,NA,NA
RT @TaylorGundy: After reading a few of @SethAbramson's recent threads about evidence adding up to different levels of proof of guilt vs. i…,FALSE,0,NA,2019-05-06T21:29:03Z,FALSE,NA,1125512824824815617,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TaylorGundy,1,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: Most Americans haven’t read the #MuellerReport and don’t understand how DAMNING its findings are.

That’s why @realDonal…",FALSE,0,NA,2019-05-06T21:29:02Z,FALSE,NA,1125512822467641344,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ShirleyBarrin10,193,TRUE,FALSE,NA,NA
"BBC News - US attorney general faces contempt vote over Mueller report https://t.co/Zhv0r5UVuV

#Resist #Resistance #MuellerReport",FALSE,1,NA,2019-05-06T21:28:58Z,FALSE,NA,1125512803585019908,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Excocet,1,FALSE,FALSE,NA,NA
"RT @OliverMcGee: Retweet if IT IS WRONG of Sen. @MazieHirono to accuse AG Barr of LYING! 

@MazieForHawaii gives TRUMP DERANGED RANT arguin…",FALSE,0,NA,2019-05-06T21:28:57Z,FALSE,NA,1125512803329236992,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Barbara31477565,442,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:28:25Z,FALSE,NA,1125512666867539974,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",annabertin1,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:27:59Z,FALSE,NA,1125512557790236673,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",garystout16,2408,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T21:27:47Z,FALSE,NA,1125512505772658688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Demgirl50,224,TRUE,FALSE,NA,NA
"RT @billmaher: Democrats don’t seem to get it. ‘It’s in the rules,’ is not an argument that works on Donald Trump. You’re playing Monopoly…",FALSE,0,NA,2019-05-06T21:27:40Z,FALSE,NA,1125512479239331840,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",westminsterpaul,1544,TRUE,FALSE,NA,NA
"RT @larryelder: #MuellerReport

Hat tip: @papagiorgio200 https://t.co/Zb8EuwrpXi",FALSE,0,NA,2019-05-06T21:27:39Z,FALSE,NA,1125512475288301568,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",perrinv,773,TRUE,FALSE,NA,NA
Only 14994 hours until the end of President Trump's first term! #MuellerReport #DumpTrump #TrumpCountdown,FALSE,0,NA,2019-05-06T21:27:36Z,FALSE,NA,1125512462567071744,NA,"<a href=""http://www.TrumpCountDownComingSoon.com"" rel=""nofollow"">The Trump Count Down</a>",TrumpCountdown0,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:27:35Z,FALSE,NA,1125512456397361152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KathyABadger,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:27:25Z,FALSE,NA,1125512413862875137,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Janedrummer,2408,TRUE,FALSE,NA,NA
"@RepMattGaetz The #MuellerLetter of March 27th seems to contradict your assertion here, Matty boy. Have you read th… https://t.co/8PstRjBGt5",FALSE,0,RepMattGaetz,2019-05-06T21:27:24Z,TRUE,1125482368477822976,1125512411140841473,818948638890217473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",realsurfnfb,0,FALSE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:27:07Z,FALSE,NA,1125512341183877120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The3_Million,131,TRUE,FALSE,NA,NA
"RT @PaulaChertok: @CNN @KateBolduan @CNNnewsroom @brianstelter @glennkirschner2 @DeadlineWH Don't fall for ""no collusion"" #propaganda. As @…",FALSE,0,NA,2019-05-06T21:26:58Z,FALSE,NA,1125512304068579329,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",debshearer1,12,TRUE,FALSE,NA,NA
".@neal_katyal, co-author of Special Counsel rules, admits the process w/ #MuellerReport was slowed by unusually dup… https://t.co/7L3vTzDPRJ",FALSE,6,NA,2019-05-06T21:26:55Z,TRUE,NA,1125512290235711490,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CultrHack,6,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:26:49Z,FALSE,NA,1125512266361622528,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",notmiprez,2408,TRUE,FALSE,NA,NA
"RT @PaulaChertok: .@CNN, Pls do your job better. If giving airtime to Trump propagandists, be prepared to correct their propaganda. Marc Lo…",FALSE,0,NA,2019-05-06T21:26:43Z,FALSE,NA,1125512238998142976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",debshearer1,21,TRUE,FALSE,NA,NA
RT @JustSchmeltzer: BREAKING:  @LindseyGrahamSC says he has NOT read the entire #MuellerReport.  This is the Senate Judiciary Chair.  Hasn'…,FALSE,0,NA,2019-05-06T21:26:41Z,FALSE,NA,1125512232429924353,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Andy_Chef,6134,TRUE,FALSE,NA,NA
"RT @PaulaChertok: .@CNN, Pls do your job better. If giving airtime to Trump propagandists, be prepared to correct their propaganda. Marc Lo…",FALSE,0,NA,2019-05-06T21:26:40Z,FALSE,NA,1125512228281700352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Auld_Mac,21,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:26:34Z,FALSE,NA,1125512201199136771,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",greenmtnstate,131,TRUE,FALSE,NA,NA
RT @DrGJackBrown: THREAD:  Body Language Analysis No. 4384: William Barr's Testimony to the Senate Judiciary Committee on 1 May 2019 • http…,FALSE,0,NA,2019-05-06T21:26:26Z,FALSE,NA,1125512167900557319,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rjbez,666,TRUE,FALSE,NA,NA
RT @alexmjordan: 1. AG Barr summarized these main points of #MuellerReport: a) No evidence of collusion b/t Russia &amp; Trump campaign; b) Mue…,FALSE,0,NA,2019-05-06T21:26:25Z,FALSE,NA,1125512165136437249,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alexmjordan,19,TRUE,FALSE,NA,NA
"RT @GayRepublicSwag: Dear Democrats, Stop blaming Attorney General Bill Barr because you don't like the contents of the #MuellerReport. He…",FALSE,0,NA,2019-05-06T21:26:21Z,FALSE,NA,1125512145062563841,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rockywilcox81,91,TRUE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T21:26:17Z,FALSE,NA,1125512129740791809,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GlennLibby,312,TRUE,FALSE,NA,NA
"ENDLESS ""facts"" and ""proof"" AFTER a NORMAL male #biCOMACOPO POTUS is in office, are no match for #kernel specific d… https://t.co/0uoPiChZxM",FALSE,0,NA,2019-05-06T21:26:13Z,TRUE,NA,1125512111877128193,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lensjockey,1,FALSE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T21:26:11Z,FALSE,NA,1125512106416074752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",david2400,224,TRUE,FALSE,NA,NA
"@DevinNunes Wrong....page 37 of the #MuellerReport 

Y’all can read the truth here.... https://t.co/4RliCJwL5y

🐮🐮🐮… https://t.co/saRJoOpBpk",FALSE,0,DevinNunes,2019-05-06T21:26:03Z,TRUE,1125434662845685766,1125512073163747334,54412900,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",VeroArtistBlue,0,FALSE,FALSE,NA,NA
"RT @jpuopolo: Do you think #MuellerTestimony will help or hurt @realDonaldTrump?

#TrumpsScaredOfMueller 
#Mueller 
#MuellerReport",FALSE,0,NA,2019-05-06T21:25:43Z,FALSE,NA,1125511988199616512,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LSRoybal1,49,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:25:40Z,FALSE,NA,1125511975239340034,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Demgirl50,2408,TRUE,FALSE,NA,NA
@realDonaldTrump @ArmyWP_Football President Trump always keeps his cool. He’s not at all scared about the findings… https://t.co/aYiLOUdIIA,FALSE,0,realDonaldTrump,2019-05-06T21:25:36Z,TRUE,1125490561916506113,1125511958168514560,25073877,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",farlanewastaken,0,FALSE,FALSE,NA,NA
RT @AndyOstroy: BREAKING: 400+ former Federal prosecutors who've read the full #MuellerReport signed a letter stating that if @realDonaldTr…,FALSE,0,NA,2019-05-06T21:25:19Z,FALSE,NA,1125511885502046209,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TereseLane20,68,TRUE,FALSE,NA,NA
"@CNN @KateBolduan @CNNnewsroom @brianstelter @glennkirschner2 @DeadlineWH Don't fall for ""no collusion"" #propaganda… https://t.co/kNsRBJ5oCP",FALSE,13,PaulaChertok,2019-05-06T21:25:09Z,TRUE,1125498168639086593,1125511844800557057,763010018,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",PaulaChertok,12,FALSE,FALSE,NA,NA
Hey @VABarAssn is Barr behavior as evidenced throughout the debacle in his political handling of #MuellerReport and… https://t.co/LXcTAt3vw7,FALSE,0,NA,2019-05-06T21:24:48Z,TRUE,NA,1125511757525585922,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pauljgibler,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:24:43Z,FALSE,NA,1125511735744585730,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",noTrumpette,2408,TRUE,FALSE,NA,NA
"@realDonaldTrump people who believe in #TheRuleOfLaw know that YOU ARE GUILTY! 

@RepJerryNadler @RepSwalwell… https://t.co/WlN5bWmRiK",FALSE,0,realDonaldTrump,2019-05-06T21:24:21Z,TRUE,NA,1125511645080408064,25073877,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrianAllman,0,FALSE,FALSE,NA,NA
Trump Humiliates Himself In Front Of The Army Football Team By Taking Credit For Obama Policy That He Killed… https://t.co/5tmr2NO8EQ,FALSE,0,NA,2019-05-06T21:24:09Z,TRUE,NA,1125511592022425600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ecoolEye09,0,FALSE,FALSE,NA,NA
"RT @jpuopolo: Do you think #MuellerTestimony will help or hurt @realDonaldTrump?

#TrumpsScaredOfMueller 
#Mueller 
#MuellerReport",FALSE,0,NA,2019-05-06T21:24:03Z,FALSE,NA,1125511568085651456,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kayniewaynie,49,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: For a report that supposedly “totally exonerated” Trump, they sure are trying to COVER UP its findings.🙄

Whatever their…",FALSE,0,NA,2019-05-06T21:24:00Z,FALSE,NA,1125511555037241345,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",charles116,334,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:23:59Z,FALSE,NA,1125511551027482624,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mpoage,131,TRUE,FALSE,NA,NA
RT @SallyDeal4: @realDonaldTrump @ArmyWP_Football Today it's my honor to provide an easy-peasy way to read the #MuellerReport.  Only 18 pag…,FALSE,0,NA,2019-05-06T21:23:48Z,FALSE,NA,1125511504760012800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joyouswarrior,21,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T21:23:47Z,FALSE,NA,1125511502360981505,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SaveDemocracy16,224,TRUE,FALSE,NA,NA
"RT @PiratePartyINT: #MuellerReport [Quote] ""*After* WL's 6/12 tweet,
 ""GRU"" reached out to WL &amp; offered Clinton leaks."" (No source given.)…",FALSE,0,NA,2019-05-06T21:23:44Z,FALSE,NA,1125511488733622277,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jfontalvo777,147,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:23:43Z,FALSE,NA,1125511483985731584,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",charles116,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:23:41Z,FALSE,NA,1125511477148807168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sandykaykay,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:23:38Z,FALSE,NA,1125511462192078849,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dshe51arerDiana,2408,TRUE,FALSE,NA,NA
"7. President Trump thinks the report speaks for itself, is now available to all, and therefore that having Mueller… https://t.co/RIR8fGY2Dd",FALSE,2,alexmjordan,2019-05-06T21:23:21Z,TRUE,1125511390981251072,1125511391820042240,30692806,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alexmjordan,3,FALSE,FALSE,NA,NA
1. AG Barr summarized these main points of #MuellerReport: a) No evidence of collusion b/t Russia &amp; Trump campaign;… https://t.co/Bq14eI7gXm,FALSE,13,NA,2019-05-06T21:23:20Z,TRUE,NA,1125511387760013312,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alexmjordan,19,FALSE,FALSE,NA,NA
